id,city,district_ID
1658,Rajakadaluwa,21
1659,Saliyawewa Junction,21
1660,Serukele,21
1661,Sirambiadiya,21
1662,Siyambalagashene,21
1663,Tabbowa,21
1664,Talawila Church,21
1665,Toduwawa,21
1666,Udappuwa,21
1667,Uridyawa,21
1668,Vanathawilluwa,21
1669,Waikkal,21
1670,Watugahamulla,21
1671,Wennappuwa,21
1672,Wijeyakatupotha,21
1673,Wilpotha,21
1674,Yogiyana,21
1675,Akarella,22
1676,Atakalanpanna,22
1677,Ayagama,22
1678,Balangoda,22
1679,Batatota,22
1680,Belihuloya,22
1681,Bolthumbe,22
1682,Bomluwageaina,22
1683,Bulutota,22
1684,Dambuluwana,22
1685,Daugala,22
1686,Dela,22
1687,Delwala,22
1688,Demuwatha,22
1689,Dodampe,22
1690,Doloswalakanda,22
1691,Dumbara Manana,22
1692,Eheliyagoda,22
1693,Elapatha,22
1694,Ellagawa,22
1695,Ellaulla,22
1696,Ellawala,22
1697,Embilipitiya,22
1698,Eratna,22
1699,Erepola,22
1700,Gabbela,22
1701,Gallella,22
1702,Gangeyaya,22
1703,Gawaragiriya,22
1704,Getahetta,22
1705,Gillimale,22
1706,Godagampola,22
1707,Godakawela,22
1708,Gurubewilagama,22
1709,Halpe,22
1710,Halwinna,22
1711,Handagiriya,22
1712,Hapugastenna,22
1713,Hatangala,22
1714,Hatarabage,22
1715,Hidellana,22
1716,Hiramadagama,22
1717,Ihalagama,22
1718,Ittakanda,22
1719,Kahangama,22
1720,Kahawatta,22
1721,Kalawana,22
1722,Kaltota,22
1723,Karandana,22
1724,Karangoda,22
1725,Kella Junction,22
1726,Kiriella,22
1727,Kolambageara,22
1728,Kolombugama,22
1729,Kolonna,22
1730,Kudawa,22
1731,Kuruwita,22
1732,Lellopitiya,22
1733,lmbulpe,22
1734,Madalagama,22
1735,Mahawalatenna,22
1736,Makandura Sabara,22
1737,Malwala Junction,22
1738,Marapana,22
1739,Matuwagalagama,22
1740,Medagalatur,22
1741,Meddekanda,22
1742,Minipura Dumbara,22
1743,Mitipola,22
1744,Morahela,22
1745,Mulendiyawala,22
1746,Mulgama,22
1747,Nawalakanda,22
1748,NawinnaPinnakanda,22
1749,Niralagama,22
1750,Nivitigala,22
1751,Omalpe,22
1752,Opanayaka,22
1753,Padalangala,22
1754,Pallebedda,22
1755,Pambagolla,22
1756,Panamura,22
1757,Panapitiya,22
1758,Panapola,22
1759,Panawala,22
1760,Parakaduwa,22
1761,Pebotuwa,22
1762,Pelmadulla,22
1763,Pimbura,22
1764,Pinnawala,22
1765,Pothupitiya,22
1766,Rajawaka,22
1767,Rakwana,22
1768,Ranwala,22
1769,Rassagala,22
1770,Ratna Hangamuwa,22
1771,Ratnapura,22
1772,Samanalawewa,22
1773,Sri Palabaddala,22
1774,Sudagala,22
1775,Talakolahinna,22
1776,Tanjantenna,22
1777,Teppanawa,22
1778,Tunkama,22
1779,Udaha Hawupe,22
1780,Udakarawita,22
1781,Udaniriella,22
1782,Udawalawe,22
1783,Ullinduwawa,22
1784,Veddagala,22
1785,Vijeriya,22
1786,Waleboda,22
1787,Watapotha,22
1788,Waturawa,22
1789,Weligepola,22
1790,Welipathayaya,22
1791,Wewelwatta,22
1792,Wikiliya,22
1793,Agbopura,23
1794,Buckmigama,23
1795,Chinabay,23
1796,Dehiwatte,23
1797,Echchilampattai,23
1798,Galmetiyawa,23
1799,Gomarankadawala,23
1800,Kaddaiparichchan,23
1801,Kanniya,23
1802,Kantalai,23
1803,Kantalai Sugar Factory,23
1804,Kiliveddy,23
1805,Kinniya,23
1806,Kuchchaveli,23
1807,Kumburupiddy,23
1808,Kurinchakemy,23
1809,Lankapatuna,23
1810,Mahadivulwewa,23
1811,Maharugiramam,23
1812,Mallikativu,23
1813,Mawadichenai,23
1814,Mullipothana,23
1815,Mutur,23
1816,Neelapola,23
1817,Nilaveli,23
1818,Pankulam,23
1819,Rottawewa,23
1820,Sampaltivu,23
1821,Sampur,23
1822,Serunuwara,23
1823,Seruwila,23
1824,Sirajnagar,23
1825,Somapura,23
1826,Tampalakamam,23
1827,Tiriyayi,23
1828,Toppur,23
1829,Trincomalee,23
1830,Vellamanal,23
1831,Wanela,23
1832,Vavuniya,24
